YEAR,MO,DY,HR,PRECTOTCORR,T2M,T2MDEW
2022,2,19,11,0.02,2.82,-4.42

2022,2,19,12,0.06,2.92,-3.49

2022,2,19,13,0.11,2.36,-2.24

2022,2,19,14,0.1,2.39,-1.46

2022,2,19,15,0.05,1.95,-2.22

2022,2,19,16,0.02,-0.26,-6.24

2022,2,19,17,0.0,-2.69,-9.68

2022,2,19,18,0.0,-3.24,-9.88

2022,2,19,19,0.0,-3.68,-10.55

2022,2,19,20,0.0,-4.32,-10.88

2022,2,19,21,0.0,-4.78,-11.23

2022,2,19,22,0.0,-5.5,-11.63

2022,2,19,23,0.0,-6.06,-11.77

2022,2,20,0,0.0,-6.37,-11.95

2022,2,20,1,0.0,-6.66,-12.04

2022,2,20,2,0.0,-6.96,-11.9

2022,2,20,3,0.0,-7.15,-11.65

2022,2,20,4,0.0,-7.38,-11.32

2022,2,20,5,0.0,-7.76,-10.81

2022,2,20,6,0.0,-8.18,-10.41

2022,2,20,7,0.0,-6.88,-11.02

2022,2,20,8,0.0,-5.29,-11.52

2022,2,20,9,0.0,-3.82,-11.32

2022,2,20,10,0.0,-2.52,-10.89

2022,2,20,11,0.0,-1.16,-10.12

2022,2,20,12,0.0,-0.11,-9.19

2022,2,20,13,0.0,0.48,-8.33

2022,2,20,14,0.0,0.79,-7.55

2022,2,20,15,0.0,0.7,-6.77

2022,2,20,16,0.0,0.05,-5.85

2022,2,20,17,0.0,-1.13,-5.2

2022,2,20,18,0.0,-1.39,-4.74

2022,2,20,19,0.0,-1.52,-4.38

2022,2,20,20,0.0,-1.68,-4.25

2022,2,20,21,0.0,-1.83,-4.11

2022,2,20,22,0.0,-1.98,-3.88

2022,2,20,23,0.0,-2.17,-3.73

2022,2,21,0,0.0,-2.49,-3.76

2022,2,21,1,0.0,-2.92,-3.82

2022,2,21,2,0.0,-3.3,-3.79

2022,2,21,3,0.0,-3.58,-3.65

2022,2,21,4,0.0,-3.48,-3.44

2022,2,21,5,0.0,-3.49,-3.24

2022,2,21,6,0.0,-3.35,-3.06

2022,2,21,7,0.0,-1.78,-2.63

2022,2,21,8,0.0,0.26,-1.99

2022,2,21,9,0.0,2.62,-1.17

2022,2,21,10,0.0,4.79,-0.22

2022,2,21,11,0.0,6.53,0.62

2022,2,21,12,0.0,7.72,1.53

2022,2,21,13,0.0,8.38,2.31

2022,2,21,14,0.0,8.58,2.81

2022,2,21,15,0.0,7.65,3.76

2022,2,21,16,0.0,4.11,2.8

2022,2,21,17,0.0,0.72,1.55

2022,2,21,18,0.0,0.25,1.76

2022,2,21,19,0.0,0.11,2.07

2022,2,21,20,0.0,0.01,2.37

2022,2,21,21,0.0,0.48,2.66

2022,2,21,22,0.0,0.83,2.69

2022,2,21,23,0.0,1.12,2.47

2022,2,22,0,0.0,1.21,2.05

2022,2,22,1,0.0,1.15,1.58

2022,2,22,2,0.0,0.97,1.15

2022,2,22,3,0.0,0.82,0.98

2022,2,22,4,0.0,0.82,0.94

2022,2,22,5,0.0,0.77,0.85

2022,2,22,6,0.0,0.83,0.93

2022,2,22,7,0.02,1.59,1.48

2022,2,22,8,0.04,2.73,2.23

2022,2,22,9,0.12,3.64,3.05

2022,2,22,10,0.14,4.96,4.16

2022,2,22,11,0.06,6.56,5.52

2022,2,22,12,0.06,7.66,6.67

2022,2,22,13,0.08,7.04,6.76

2022,2,22,14,0.05,6.51,6.54

2022,2,22,15,0.13,6.95,6.74

2022,2,22,16,0.42,6.89,6.74

2022,2,22,17,1.31,7.15,6.98

2022,2,22,18,2.0,7.56,7.36

2022,2,22,19,2.57,7.76,7.6

2022,2,22,20,1.33,7.99,7.83

2022,2,22,21,0.75,8.6,8.4

2022,2,22,22,0.23,9.15,8.9

2022,2,22,23,0.08,9.76,9.51

2022,2,23,0,0.02,9.87,9.73

2022,2,23,1,0.01,9.93,9.84

2022,2,23,2,0.02,10.14,10.12

2022,2,23,3,0.02,10.4,10.63

2022,2,23,4,0.01,10.83,11.12

2022,2,23,5,0.01,10.98,11.23

2022,2,23,6,0.01,10.88,11.13

2022,2,23,7,0.0,11.76,11.63

2022,2,23,8,0.0,12.17,11.9

2022,2,23,9,0.0,12.58,12.08

2022,2,23,10,0.0,13.56,12.51

2022,2,23,11,0.01,14.91,12.93

2022,2,23,12,0.0,16.69,12.73

2022,2,23,13,0.0,17.23,11.73

2022,2,23,14,0.0,16.62,10.2

2022,2,23,15,0.0,15.0,8.42

2022,2,23,16,0.0,12.2,6.66

2022,2,23,17,0.0,8.89,4.61

2022,2,23,18,0.0,6.04,1.94

2022,2,23,19,0.0,3.08,-1.16

2022,2,23,20,0.0,1.23,-3.27

2022,2,23,21,0.0,0.29,-4.27

2022,2,23,22,0.0,-0.63,-5.02

2022,2,23,23,0.0,-1.52,-5.74

2022,2,24,0,0.0,-2.22,-6.27

2022,2,24,1,0.0,-2.67,-6.54

2022,2,24,2,0.0,-2.87,-6.67

2022,2,24,3,0.0,-2.98,-6.74

2022,2,24,4,0.0,-3.05,-6.91

2022,2,24,5,0.0,-3.27,-7.06

2022,2,24,6,0.0,-3.54,-7.1

2022,2,24,7,0.0,-3.06,-7.41

2022,2,24,8,0.0,-2.19,-7.63

2022,2,24,9,0.0,-1.28,-7.6

2022,2,24,10,0.0,-0.85,-7.52

2022,2,24,11,0.0,-0.55,-7.38

2022,2,24,12,0.0,-0.07,-7.22

2022,2,24,13,0.0,0.44,-7.08

2022,2,24,14,0.01,0.9,-6.88

2022,2,24,15,0.0,0.98,-6.68

2022,2,24,16,0.0,0.29,-5.6

2022,2,24,17,0.0,-1.24,-4.91

2022,2,24,18,0.0,-1.86,-4.43

2022,2,24,19,0.0,-1.76,-4.42

2022,2,24,20,0.0,-1.54,-4.73

2022,2,24,21,0.02,-1.38,-4.49

2022,2,24,22,0.17,-1.38,-4.23

2022,2,24,23,0.17,-1.57,-4.19

2022,2,25,0,0.12,-1.63,-4.22

2022,2,25,1,0.93,-1.56,-4.06

2022,2,25,2,2.54,-1.57,-3.55

2022,2,25,3,1.83,-1.44,-2.85

2022,2,25,4,2.56,-1.32,-2.42

2022,2,25,5,2.25,-1.35,-2.24

2022,2,25,6,0.77,-1.31,-2.06

2022,2,25,7,1.48,-0.85,-1.56

2022,2,25,8,3.56,-0.23,-0.85

2022,2,25,9,1.26,0.46,-0.2

2022,2,25,10,1.02,1.36,0.58

2022,2,25,11,0.42,1.6,0.97

2022,2,25,12,0.03,1.69,1.01

2022,2,25,13,0.01,1.86,0.94

2022,2,25,14,0.0,2.14,0.97

2022,2,25,15,0.01,2.26,0.76

2022,2,25,16,0.01,1.83,-0.1

2022,2,25,17,0.0,0.37,-2.41

2022,2,25,18,0.0,-2.09,-4.83

2022,2,25,19,0.0,-3.91,-6.42

2022,2,25,20,0.0,-4.95,-7.45

2022,2,25,21,0.0,-5.84,-8.27

2022,2,25,22,0.0,-6.65,-9.03

2022,2,25,23,0.0,-7.39,-9.74

2022,2,26,0,0.0,-8.02,-10.38

2022,2,26,1,0.0,-8.34,-10.76

2022,2,26,2,0.0,-8.85,-11.24

2022,2,26,3,0.0,-9.62,-11.94

2022,2,26,4,0.0,-9.7,-12.14

2022,2,26,5,0.0,-9.36,-12.06

2022,2,26,6,0.0,-8.89,-11.82

2022,2,26,7,0.0,-7.3,-10.74

2022,2,26,8,0.0,-5.13,-9.23

2022,2,26,9,0.0,-3.46,-8.2

2022,2,26,10,0.0,-2.13,-7.35

2022,2,26,11,0.0,-0.9,-6.41

2022,2,26,12,0.0,-0.11,-5.68

2022,2,26,13,0.0,0.26,-5.15

2022,2,26,14,0.0,0.27,-4.78

2022,2,26,15,0.0,0.07,-4.51

2022,2,26,16,0.0,-0.47,-4.12

2022,2,26,17,0.0,-1.8,-4.49

2022,2,26,18,0.0,-2.14,-4.68

2022,2,26,19,0.0,-2.27,-4.73

2022,2,26,20,0.0,-3.06,-5.31

2022,2,26,21,0.0,-3.98,-5.94

2022,2,26,22,0.0,-4.63,-6.35

2022,2,26,23,0.0,-5.38,-6.79

2022,2,27,0,0.0,-6.01,-7.13

2022,2,27,1,0.0,-6.36,-7.27

2022,2,27,2,0.0,-6.6,-7.29

2022,2,27,3,0.0,-6.95,-7.4

2022,2,27,4,0.0,-7.17,-7.48

2022,2,27,5,0.0,-7.31,-7.59

2022,2,27,6,0.0,-7.09,-7.46

2022,2,27,7,0.0,-4.64,-6.01

2022,2,27,8,0.0,-1.6,-4.35

2022,2,27,9,0.0,0.08,-3.93

2022,2,27,10,0.0,1.51,-3.2

2022,2,27,11,0.0,2.69,-2.48

2022,2,27,12,0.0,3.51,-2.02

2022,2,27,13,0.0,4.05,-1.68

2022,2,27,14,0.0,4.3,-1.27

2022,2,27,15,0.0,4.19,-0.7

2022,2,27,16,0.0,3.37,-0.3

2022,2,27,17,0.0,2.01,-0.58

2022,2,27,18,0.0,1.58,-0.61

2022,2,27,19,0.0,1.3,-0.81

2022,2,27,20,0.0,0.8,-1.46

2022,2,27,21,0.0,-0.03,-2.67

2022,2,27,22,0.0,-1.1,-4.1

2022,2,27,23,0.0,-2.23,-5.27

2022,2,28,0,0.0,-3.29,-6.19

2022,2,28,1,0.0,-3.88,-6.65

2022,2,28,2,0.0,-4.15,-6.85

2022,2,28,3,0.0,-4.3,-7.25

2022,2,28,4,0.0,-4.84,-8.13

2022,2,28,5,0.0,-5.82,-9.45

2022,2,28,6,0.0,-6.69,-10.33

2022,2,28,7,0.0,-6.05,-10.67

2022,2,28,8,0.0,-5.11,-10.89

2022,2,28,9,0.0,-4.03,-10.91

2022,2,28,10,0.0,-2.86,-10.56

2022,2,28,11,0.0,-1.73,-9.97

2022,2,28,12,0.0,-0.74,-9.33

2022,2,28,13,0.0,-0.06,-8.82

2022,2,28,14,0.0,0.2,-8.52

2022,2,28,15,0.0,0.02,-8.26

2022,2,28,16,0.0,-0.88,-7.45

2022,2,28,17,0.0,-3.1,-6.81

2022,2,28,18,0.0,-3.94,-7.42

2022,2,28,19,0.0,-4.42,-7.85

2022,2,28,20,0.0,-4.95,-8.1

2022,2,28,21,0.0,-5.45,-8.17

2022,2,28,22,0.0,-5.71,-8.21

2022,2,28,23,0.0,-5.85,-8.25

2022,3,1,0,0.0,-6.05,-8.38

2022,3,1,1,0.0,-6.15,-8.46

2022,3,1,2,0.0,-5.71,-8.19

2022,3,1,3,0.0,-5.39,-7.83

2022,3,1,4,0.0,-5.24,-7.55

2022,3,1,5,0.0,-4.64,-6.94

2022,3,1,6,0.0,-4.17,-6.43

2022,3,1,7,0.0,-0.97,-4.27

2022,3,1,8,0.0,1.51,-3.13

2022,3,1,9,0.0,2.62,-2.91

2022,3,1,10,0.01,3.01,-2.41

2022,3,1,11,0.02,3.31,-1.69

2022,3,1,12,0.03,3.45,-0.74

2022,3,1,13,0.04,3.55,0.37

2022,3,1,14,0.05,3.52,1.26

2022,3,1,15,0.04,3.35,1.84

2022,3,1,16,0.03,3.24,2.21

2022,3,1,17,0.02,2.41,2.27

2022,3,1,18,0.01,2.18,2.53

2022,3,1,19,0.03,2.07,2.76

2022,3,1,20,0.03,2.18,2.86

2022,3,1,21,0.03,2.32,2.76

2022,3,1,22,0.03,1.95,2.44

2022,3,1,23,0.01,1.48,2.05

2022,3,2,0,0.01,1.48,1.76

2022,3,2,1,0.0,1.09,1.23

2022,3,2,2,0.0,0.41,0.55

2022,3,2,3,0.0,-0.19,-0.05

2022,3,2,4,0.0,-0.75,-0.66

2022,3,2,5,0.0,-1.51,-1.45

2022,3,2,6,0.0,-1.53,-1.88

2022,3,2,7,0.0,1.17,-0.49

2022,3,2,8,0.0,3.02,-0.37

2022,3,2,9,0.0,4.29,-1.1

2022,3,2,10,0.0,5.25,-1.31

2022,3,2,11,0.0,6.05,-1.17

2022,3,2,12,0.0,6.66,-1.02

2022,3,2,13,0.0,7.01,-0.81

2022,3,2,14,0.0,7.05,-0.49

2022,3,2,15,0.0,6.38,0.54

2022,3,2,16,0.0,4.42,1.57

2022,3,2,17,0.0,2.38,-1.55

2022,3,2,18,0.0,2.64,-1.87

2022,3,2,19,0.0,1.44,-1.63

2022,3,2,20,0.0,-0.2,-1.13

2022,3,2,21,0.0,0.08,-0.39

2022,3,2,22,0.0,1.33,0.63

2022,3,2,23,0.03,2.35,1.45

2022,3,3,0,0.11,2.42,2.09

2022,3,3,1,0.17,2.15,2.21

2022,3,3,2,0.28,2.07,2.08

2022,3,3,3,0.55,2.0,1.88

2022,3,3,4,0.32,1.87,1.54

2022,3,3,5,0.01,1.7,1.01

2022,3,3,6,0.0,1.45,-0.29

2022,3,3,7,0.0,1.39,-1.81

2022,3,3,8,0.0,1.78,-3.39

2022,3,3,9,0.0,2.45,-4.4

2022,3,3,10,0.0,3.3,-4.66

2022,3,3,11,0.0,3.88,-4.77

2022,3,3,12,0.0,4.02,-5.02

2022,3,3,13,0.0,3.65,-5.52

2022,3,3,14,0.0,2.83,-6.11

2022,3,3,15,0.0,1.65,-6.58

2022,3,3,16,0.0,0.11,-7.09

2022,3,3,17,0.0,-1.94,-7.52

2022,3,3,18,0.0,-3.4,-8.01

2022,3,3,19,0.0,-4.34,-8.82

2022,3,3,20,0.0,-4.92,-9.46

2022,3,3,21,0.0,-5.27,-9.85

2022,3,3,22,0.0,-5.63,-9.95

2022,3,3,23,0.0,-5.97,-9.97

2022,3,4,0,0.0,-6.2,-9.97

2022,3,4,1,0.0,-6.36,-9.84

2022,3,4,2,0.0,-6.55,-9.65

2022,3,4,3,0.0,-6.71,-9.67

2022,3,4,4,0.0,-6.87,-9.85

2022,3,4,5,0.0,-7.06,-10.13

2022,3,4,6,0.0,-6.98,-10.76

2022,3,4,7,0.0,-5.79,-11.38

2022,3,4,8,0.0,-4.37,-11.48

2022,3,4,9,0.0,-2.86,-11.3

2022,3,4,10,0.0,-1.34,-10.96

2022,3,4,11,0.0,-0.0,-10.24

2022,3,4,12,0.0,0.94,-9.37

2022,3,4,13,0.0,1.55,-8.63

2022,3,4,14,0.0,1.92,-7.96

2022,3,4,15,0.0,1.97,-7.26

2022,3,4,16,0.0,1.26,-5.53

2022,3,4,17,0.0,-1.76,-5.05

2022,3,4,18,0.0,-2.64,-5.51

2022,3,4,19,0.0,-2.92,-5.52

2022,3,4,20,0.0,-3.24,-5.77

2022,3,4,21,0.0,-3.48,-5.95

2022,3,4,22,0.0,-3.64,-6.06

2022,3,4,23,0.0,-3.74,-6.11

2022,3,5,0,0.0,-3.78,-6.14

2022,3,5,1,0.0,-3.84,-6.22

2022,3,5,2,0.0,-3.98,-6.35

2022,3,5,3,0.0,-4.14,-6.49

2022,3,5,4,0.0,-4.24,-6.58

2022,3,5,5,0.0,-4.49,-6.73

2022,3,5,6,0.0,-4.34,-6.59

2022,3,5,7,0.0,-2.67,-5.84

2022,3,5,8,0.0,-1.14,-5.28

2022,3,5,9,0.0,1.91,-5.83

2022,3,5,10,0.0,3.85,-5.61

2022,3,5,11,0.0,4.43,-4.43

2022,3,5,12,0.0,4.6,-3.44

2022,3,5,13,0.0,4.43,-2.52

2022,3,5,14,0.0,4.46,-1.84

2022,3,5,15,0.0,4.24,-0.98

2022,3,5,16,0.01,2.81,-0.09

2022,3,5,17,0.03,1.21,-0.82

2022,3,5,18,0.0,0.78,-0.81

2022,3,5,19,0.0,0.4,-0.77

2022,3,5,20,0.0,0.26,-0.38

2022,3,5,21,0.0,0.27,0.14

2022,3,5,22,0.0,0.37,0.69

2022,3,5,23,0.0,0.83,1.45

2022,3,6,0,0.0,1.58,2.48

2022,3,6,1,0.0,1.98,3.52

2022,3,6,2,0.0,2.3,4.24

2022,3,6,3,0.0,3.01,4.62

2022,3,6,4,0.0,3.55,4.48

2022,3,6,5,0.01,3.34,3.98

2022,3,6,6,0.02,3.22,3.68

2022,3,6,7,0.02,4.05,4.08

2022,3,6,8,0.02,5.33,5.15

2022,3,6,9,0.06,6.84,6.74

2022,3,6,10,0.46,8.84,8.65

2022,3,6,11,1.1,10.22,9.84

2022,3,6,12,0.82,11.52,10.86

2022,3,6,13,0.07,13.41,12.23

2022,3,6,14,0.01,14.61,13.03

2022,3,6,15,0.0,14.63,13.12

2022,3,6,16,0.0,13.69,12.68

2022,3,6,17,0.0,12.51,12.05

2022,3,6,18,0.0,12.04,11.7

2022,3,6,19,0.0,12.12,11.68

2022,3,6,20,0.0,12.32,11.85

2022,3,6,21,0.0,12.51,12.08

2022,3,6,22,0.0,12.3,12.08

2022,3,6,23,0.0,11.92,12.01

2022,3,7,0,0.0,11.1,11.55

2022,3,7,1,0.0,10.99,11.31

2022,3,7,2,0.0,9.85,10.53

2022,3,7,3,0.14,8.8,9.71

2022,3,7,4,0.2,8.19,8.89

2022,3,7,5,0.18,8.34,8.22

2022,3,7,6,0.02,8.91,7.74

2022,3,7,7,0.0,10.9,9.42

2022,3,7,8,0.0,12.54,9.83

2022,3,7,9,0.01,14.12,10.15

2022,3,7,10,0.01,15.57,11.82

2022,3,7,11,0.0,17.58,13.33

2022,3,7,12,0.0,19.0,13.89

2022,3,7,13,0.0,18.79,13.61

2022,3,7,14,0.01,17.82,13.28

2022,3,7,15,0.06,16.11,12.76

2022,3,7,16,0.09,14.52,12.28

2022,3,7,17,0.91,13.98,12.4

2022,3,7,18,0.76,13.76,12.5

2022,3,7,19,0.62,13.28,12.15

2022,3,7,20,0.42,13.58,12.62

2022,3,7,21,0.05,14.42,12.26

2022,3,7,22,0.01,13.05,9.13

2022,3,7,23,0.0,9.31,5.24

2022,3,8,0,0.0,5.79,1.94

2022,3,8,1,0.0,3.34,-0.64

2022,3,8,2,0.0,1.85,-1.9

2022,3,8,3,0.0,1.01,-2.59

2022,3,8,4,0.0,0.3,-3.14

2022,3,8,5,0.0,-0.15,-3.27

2022,3,8,6,0.0,-0.14,-3.27

2022,3,8,7,0.0,1.23,-3.07

2022,3,8,8,0.0,2.68,-3.49

2022,3,8,9,0.0,3.85,-4.02

2022,3,8,10,0.0,4.73,-4.17

2022,3,8,11,0.0,5.41,-4.1

2022,3,8,12,0.0,5.89,-4.04

2022,3,8,13,0.0,6.12,-3.94

2022,3,8,14,0.0,6.09,-3.77

2022,3,8,15,0.0,5.67,-3.54

2022,3,8,16,0.0,4.69,-2.71

2022,3,8,17,0.0,1.66,-1.63

2022,3,8,18,0.0,0.36,-2.73

2022,3,8,19,0.0,0.65,-3.55

2022,3,8,20,0.0,1.23,-4.2

2022,3,8,21,0.0,1.18,-4.33

2022,3,8,22,0.0,0.27,-3.69

2022,3,8,23,0.0,-0.32,-3.2

2022,3,9,0,0.0,-0.42,-2.88

2022,3,9,1,0.0,-0.42,-2.35

2022,3,9,2,0.0,-0.33,-2.1

2022,3,9,3,0.0,-0.18,-1.92

2022,3,9,4,0.02,0.15,-1.67

2022,3,9,5,0.18,0.27,-1.18

2022,3,9,6,0.39,0.45,-0.63

2022,3,9,7,0.54,0.94,0.02

2022,3,9,8,0.55,0.95,0.28

2022,3,9,9,1.56,1.36,0.51

2022,3,9,10,2.15,1.68,0.65

2022,3,9,11,1.81,1.89,0.66

2022,3,9,12,1.01,1.9,0.62

2022,3,9,13,0.68,1.98,0.66

2022,3,9,14,1.04,1.97,0.7

2022,3,9,15,0.96,1.9,0.62

2022,3,9,16,0.74,1.48,0.49

2022,3,9,17,0.33,0.71,0.29

2022,3,9,18,0.05,0.29,0.06

2022,3,9,19,0.01,-0.07,-0.18

2022,3,9,20,0.0,-0.38,-0.42

2022,3,9,21,0.0,-0.34,-0.51

2022,3,9,22,0.01,-0.52,-0.74

2022,3,9,23,0.01,-0.76,-1.02

2022,3,10,0,0.01,-0.94,-1.2

2022,3,10,1,0.01,-1.14,-1.37

2022,3,10,2,0.01,-1.29,-1.52

2022,3,10,3,0.01,-1.42,-1.64

2022,3,10,4,0.01,-1.73,-1.84

2022,3,10,5,0.01,-1.92,-2.12

2022,3,10,6,0.01,-1.74,-2.15

2022,3,10,7,0.71,-0.37,-1.26

2022,3,10,8,0.02,1.6,-0.52

2022,3,10,9,0.0,4.23,-0.79

2022,3,10,10,0.0,5.9,-0.78

2022,3,10,11,0.0,7.37,-0.43

2022,3,10,12,0.0,8.5,-0.42

2022,3,10,13,0.0,8.84,-0.35

2022,3,10,14,0.0,8.54,0.06

2022,3,10,15,0.0,8.1,1.29

2022,3,10,16,0.0,7.15,1.87

2022,3,10,17,0.0,4.85,1.42

2022,3,10,18,0.0,3.22,1.1

2022,3,10,19,0.0,2.23,0.8

2022,3,10,20,0.0,0.99,0.01

2022,3,10,21,0.0,0.05,-0.29

2022,3,10,22,0.0,-0.49,-0.42

2022,3,10,23,0.0,-0.84,-0.54

2022,3,11,0,0.0,-1.02,-0.67

2022,3,11,1,0.0,-1.13,-0.77

2022,3,11,2,0.0,-1.24,-0.85

2022,3,11,3,0.0,-0.97,-0.84

2022,3,11,4,0.0,-0.32,-0.74

2022,3,11,5,0.0,0.05,-0.63

2022,3,11,6,0.01,0.39,-0.42

2022,3,11,7,0.0,2.33,0.87

2022,3,11,8,0.0,4.55,1.9

2022,3,11,9,0.0,7.57,2.07

2022,3,11,10,0.0,8.83,2.19

2022,3,11,11,0.0,9.51,2.44

2022,3,11,12,0.0,9.86,2.62

2022,3,11,13,0.0,10.03,2.68

2022,3,11,14,0.0,9.99,2.74

2022,3,11,15,0.0,9.37,2.89

2022,3,11,16,0.0,7.94,3.34

2022,3,11,17,0.0,5.26,3.44

2022,3,11,18,0.0,3.62,3.14

2022,3,11,19,0.0,2.83,3.23

2022,3,11,20,0.0,2.89,3.49

2022,3,11,21,0.0,3.55,3.78

2022,3,11,22,0.01,4.01,4.04

2022,3,11,23,0.01,4.26,4.22

2022,3,12,0,0.01,4.46,4.4

2022,3,12,1,0.01,4.45,4.4

2022,3,12,2,0.01,4.41,4.38

2022,3,12,3,0.01,4.42,4.46

2022,3,12,4,0.05,4.38,4.55

2022,3,12,5,0.35,4.45,4.69

2022,3,12,6,0.83,4.82,4.92

2022,3,12,7,1.61,5.38,5.15

2022,3,12,8,1.32,5.46,4.94

2022,3,12,9,1.19,4.35,3.45

2022,3,12,10,3.72,1.99,0.66

2022,3,12,11,0.33,1.05,-0.99

2022,3,12,12,0.03,0.66,-1.94

2022,3,12,13,0.1,0.5,-2.64

2022,3,12,14,0.19,0.3,-3.46

2022,3,12,15,0.17,-0.61,-4.95

2022,3,12,16,0.05,-2.3,-6.88

2022,3,12,17,0.05,-3.81,-8.11

2022,3,12,18,0.01,-4.35,-8.44

2022,3,12,19,0.01,-4.4,-8.47

2022,3,12,20,0.01,-4.49,-8.55

2022,3,12,21,0.01,-4.9,-9.02

2022,3,12,22,0.01,-5.45,-9.67

2022,3,12,23,0.01,-5.69,-10.15

2022,3,13,0,0.01,-5.7,-10.24

2022,3,13,1,0.01,-5.69,-10.27

2022,3,13,2,0.0,-5.63,-10.33

2022,3,13,3,0.0,-5.47,-10.15

2022,3,13,4,0.0,-5.41,-9.63

2022,3,13,5,0.0,-5.45,-9.13

2022,3,13,6,0.0,-5.26,-8.91

2022,3,13,7,0.0,-4.24,-8.93

2022,3,13,8,0.0,-3.07,-8.92

2022,3,13,9,0.0,-1.82,-8.67

2022,3,13,10,0.0,-0.57,-8.27

2022,3,13,11,0.0,0.3,-7.85

2022,3,13,12,0.0,0.9,-7.25

2022,3,13,13,0.0,1.19,-6.74

2022,3,13,14,0.0,1.19,-6.43

2022,3,13,15,0.03,0.78,-6.22

2022,3,13,16,0.12,-0.28,-5.78

2022,3,13,17,0.08,-1.24,-5.14

2022,3,13,18,0.05,-1.92,-4.85

2022,3,13,19,0.02,-2.52,-4.82

2022,3,13,20,0.0,-3.35,-5.09

2022,3,13,21,0.0,-3.99,-5.27

2022,3,13,22,0.0,-4.23,-5.33

2022,3,13,23,0.0,-4.08,-5.16

2022,3,14,0,0.0,-3.82,-4.87

2022,3,14,1,0.0,-3.56,-4.5

2022,3,14,2,0.0,-3.22,-4.1

2022,3,14,3,0.0,-2.82,-3.79

2022,3,14,4,0.0,-1.9,-3.39

2022,3,14,5,0.0,-2.02,-3.45

2022,3,14,6,0.0,-1.78,-3.33

2022,3,14,7,0.0,0.46,-2.2

2022,3,14,8,0.0,3.03,-1.1

2022,3,14,9,0.0,5.55,0.1

2022,3,14,10,0.0,7.39,0.92

2022,3,14,11,0.0,8.55,1.33

2022,3,14,12,0.0,9.34,1.79

2022,3,14,13,0.0,9.9,2.3

2022,3,14,14,0.0,10.12,2.86

2022,3,14,15,0.0,9.78,3.69

2022,3,14,16,0.0,7.97,4.56

2022,3,14,17,0.0,4.98,3.35

2022,3,14,18,0.0,4.27,3.01

2022,3,14,19,0.0,4.51,3.31

2022,3,14,20,0.0,4.05,3.31

2022,3,14,21,0.0,3.61,3.29

2022,3,14,22,0.0,3.44,3.32

2022,3,14,23,0.0,3.41,3.26

2022,3,15,0,0.0,3.08,2.96

2022,3,15,1,0.0,2.4,2.48

2022,3,15,2,0.0,2.19,2.2

2022,3,15,3,0.0,1.98,1.94

2022,3,15,4,0.0,1.58,1.65

2022,3,15,5,0.0,1.27,1.44

2022,3,15,6,0.0,2.04,1.75

2022,3,15,7,0.0,4.05,2.84

2022,3,15,8,0.0,6.17,4.2

2022,3,15,9,0.0,9.09,5.51

2022,3,15,10,0.0,11.69,6.17

2022,3,15,11,0.0,13.69,6.28

2022,3,15,12,0.0,14.86,6.48

2022,3,15,13,0.0,15.16,6.41

2022,3,15,14,0.0,14.92,6.62

2022,3,15,15,0.0,13.8,7.69

2022,3,15,16,0.0,11.52,8.41

2022,3,15,17,0.0,9.34,7.83

2022,3,15,18,0.0,7.83,7.08

2022,3,15,19,0.0,7.43,6.97

2022,3,15,20,0.02,7.41,7.07

2022,3,15,21,0.04,7.8,7.15

2022,3,15,22,0.03,7.57,7.07

2022,3,15,23,0.01,7.24,6.97

2022,3,16,0,0.0,6.68,6.6

2022,3,16,1,0.0,5.88,5.96

2022,3,16,2,0.0,4.73,5.03

2022,3,16,3,0.0,3.88,4.04

2022,3,16,4,0.0,3.19,3.05

2022,3,16,5,0.0,2.56,2.22

2022,3,16,6,0.0,3.14,2.38

2022,3,16,7,0.0,6.19,3.81

2022,3,16,8,0.0,8.96,4.61

2022,3,16,9,0.0,12.33,4.67

2022,3,16,10,0.0,14.13,5.15

2022,3,16,11,0.0,15.42,5.67

2022,3,16,12,0.0,16.23,6.21

2022,3,16,13,0.0,16.31,6.81

2022,3,16,14,0.0,15.76,7.39

2022,3,16,15,0.0,14.64,7.74

2022,3,16,16,0.0,12.51,7.73

2022,3,16,17,0.0,9.73,7.04

